_fixture_id,player_id,alt_id,name,player_team,_player_team_abbr,_player_team_name,opponent_team,_opponent_team_abbr,_opponent_team_name,match_difficulty,was_home_match,player_team_goals,opponent_team_goals,player_team_total_goals,opponent_team_total_goals,player_team_relavent_avg_goals,opponent_team_relavent_avg_goals,player_team_avg_goals,opponent_team_avg_goals,played_minutes,avg_goal_scored,avg_assists,avg_clean_sheets,avg_goals_conceded,avg_own_goals,avg_penalties_saved,avg_penalties_missed,total_yellow_cards,total_red_cards,avg_saves,avg_bonus,avg_bps,ict_index_score_prev_match,team_selected,avg_points_per_match,points
10,1,69140,Shkodran Mustafi,1,ARS,Arsenal,13,NEW,Newcastle,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33117,0,0
11,1,69140,Shkodran Mustafi,1,ARS,Arsenal,5,BUR,Burnley,4,1,2,1,1,3,0,0,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36709,0,0
24,1,69140,Shkodran Mustafi,1,ARS,Arsenal,10,LIV,Liverpool,4,0,1,3,3,6,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30975,0,0
31,1,69140,Shkodran Mustafi,1,ARS,Arsenal,17,TOT,Spurs,4,1,2,2,4,5,2,2,1,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28096,0,0
49,1,69140,Shkodran Mustafi,1,ARS,Arsenal,18,WAT,Watford,2,0,2,2,6,2,1,0.5,1.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26902,0,0
51,1,69140,Shkodran Mustafi,1,ARS,Arsenal,2,AVL,Aston Villa,4,1,3,2,8,4,2,0.5,1.333,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26330,0,0
67,1,69140,Shkodran Mustafi,1,ARS,Arsenal,12,MUN,Man Utd,4,0,1,1,11,8,1.333,2,1.571,1.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25642,0,0
71,1,69140,Shkodran Mustafi,1,ARS,Arsenal,3,BOU,AFC Bournemouth,3,1,1,0,12,13,2.333,2,1.5,1.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25277,0,0
88,1,69140,Shkodran Mustafi,1,ARS,Arsenal,15,SHU,Sheffield Utd,3,0,0,1,13,7,1.25,0.5,1.444,0.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25175,0,0
91,1,69140,Shkodran Mustafi,1,ARS,Arsenal,7,CRY,Crystal Palace,2,1,2,2,13,8,2,1,1.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25037,0,0
101,1,69140,Shkodran Mustafi,1,ARS,Arsenal,20,WOL,Wolves,3,1,1,1,15,13,2,1.2,1.364,1.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24909,0,0
113,1,69140,Shkodran Mustafi,1,ARS,Arsenal,9,LEI,Leicester,4,0,0,2,16,27,1,2.4,1.333,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24731,0,0
121,1,69140,Shkodran Mustafi,1,ARS,Arsenal,16,SOU,Southampton,2,1,2,2,16,11,1.833,1,1.231,0.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24575,0,0
137,1,69140,Shkodran Mustafi,1,ARS,Arsenal,14,NOR,Norwich,2,0,2,2,18,13,0.833,1.667,1.286,0.929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24142,0,4
141,1,69140,Shkodran Mustafi,1,ARS,Arsenal,4,BHA,Brighton,3,1,1,2,20,16,1.857,0.857,1.333,1.067,0,0,1,0,2,0,0,0,0,0,0,0,24,7.5,24214,4,0
160,1,69140,Shkodran Mustafi,1,ARS,Arsenal,19,WHU,West Ham,2,0,3,1,21,17,1,1.429,1.313,1.063,0,0,1,0,2,0,0,0,0,0,0,0,24,7.5,24078,4,0
10,10,156074,Rob Holding,1,ARS,Arsenal,13,NEW,Newcastle,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6135,0,0
11,10,156074,Rob Holding,1,ARS,Arsenal,5,BUR,Burnley,4,1,2,1,1,3,0,0,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5767,0,0
24,10,156074,Rob Holding,1,ARS,Arsenal,10,LIV,Liverpool,4,0,1,3,3,6,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5091,0,0
31,10,156074,Rob Holding,1,ARS,Arsenal,17,TOT,Spurs,4,1,2,2,4,5,2,2,1,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4739,0,0
49,10,156074,Rob Holding,1,ARS,Arsenal,18,WAT,Watford,2,0,2,2,6,2,1,0.5,1.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,0,0
51,10,156074,Rob Holding,1,ARS,Arsenal,2,AVL,Aston Villa,4,1,3,2,8,4,2,0.5,1.333,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6817,0,0
67,10,156074,Rob Holding,1,ARS,Arsenal,12,MUN,Man Utd,4,0,1,1,11,8,1.333,2,1.571,1.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9171,0,0
71,10,156074,Rob Holding,1,ARS,Arsenal,3,BOU,AFC Bournemouth,3,1,1,0,12,13,2.333,2,1.5,1.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10597,0,0
88,10,156074,Rob Holding,1,ARS,Arsenal,15,SHU,Sheffield Utd,3,0,0,1,13,7,1.25,0.5,1.444,0.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10962,0,0
91,10,156074,Rob Holding,1,ARS,Arsenal,7,CRY,Crystal Palace,2,1,2,2,13,8,2,1,1.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10834,0,0
101,10,156074,Rob Holding,1,ARS,Arsenal,20,WOL,Wolves,3,1,1,1,15,13,2,1.2,1.364,1.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10579,0,0
113,10,156074,Rob Holding,1,ARS,Arsenal,9,LEI,Leicester,4,0,0,2,16,27,1,2.4,1.333,2.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10002,0,1
121,10,156074,Rob Holding,1,ARS,Arsenal,16,SOU,Southampton,2,1,2,2,16,11,1.833,1,1.231,0.846,0,0,0,0,2,0,0,0,0,0,0,0,9,1.1,10160,1,0
137,10,156074,Rob Holding,1,ARS,Arsenal,14,NOR,Norwich,2,0,2,2,18,13,0.833,1.667,1.286,0.929,0,0,0,0,2,0,0,0,0,0,0,0,9,1.1,9501,1,0
141,10,156074,Rob Holding,1,ARS,Arsenal,4,BHA,Brighton,3,1,1,2,20,16,1.857,0.857,1.333,1.067,0,0,0,0,2,0,0,0,0,0,0,0,9,1.1,9400,1,0
160,10,156074,Rob Holding,1,ARS,Arsenal,19,WHU,West Ham,2,0,3,1,21,17,1,1.429,1.313,1.063,0,0,0,0,2,0,0,0,0,0,0,0,9,1.1,9119,1,0
3,100,83314,Jeff Hendrick,5,BUR,Burnley,16,SOU,Southampton,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5770,0,0
11,100,83314,Jeff Hendrick,5,BUR,Burnley,1,ARS,Arsenal,4,0,1,2,3,1,0,0,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6144,0,0
30,100,83314,Jeff Hendrick,5,BUR,Burnley,20,WOL,Wolves,3,0,1,1,4,1,1,1,1.333,0.333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5677,0,1
32,100,83314,Jeff Hendrick,5,BUR,Burnley,10,LIV,Liverpool,5,1,0,3,5,9,3,2,1.25,2.25,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0,5391,1,0
43,100,83314,Jeff Hendrick,5,BUR,Burnley,4,BHA,Brighton,2,0,1,1,5,4,1,0.5,1,0.8,0.5,0,0,0,1,0,0,0,0,0,0,0,2,0.0,5253,1,7
52,100,83314,Jeff Hendrick,5,BUR,Burnley,14,NOR,Norwich,2,1,2,0,6,9,1.5,0.5,1,1.5,1,0.5,0,0,0.5,0,0,0,0,0,0,0.5,12,4.4,5978,4,3
61,100,83314,Jeff Hendrick,5,BUR,Burnley,2,AVL,Aston Villa,2,0,2,2,8,6,1,1,1.143,0.857,1,0.333,0,0.333,0.333,0,0,0,0,0,0,0.333,9.333,3.1,5277,3.667,2
73,100,83314,Jeff Hendrick,5,BUR,Burnley,8,EVE,Everton,3,1,1,0,10,6,1.667,0.333,1.25,0.75,1,0.25,0,0.25,0.75,0,0,0,0,0,0,0.25,8.5,4.0,5940,3.25,10
86,100,83314,Jeff Hendrick,5,BUR,Burnley,9,LEI,Leicester,4,0,1,2,11,14,1.25,2.5,1.222,1.556,1,0.4,0,0.4,0.6,0,0,0,1,0,0,0.8,12.8,8.5,9839,4.6,1
93,100,83314,Jeff Hendrick,5,BUR,Burnley,6,CHE,Chelsea,4,1,2,4,12,19,1.5,3,1.2,1.9,1,0.333,0,0.333,0.833,0,0,0,2,0,0,0.667,11.667,4.5,9963,4,1
108,100,83314,Jeff Hendrick,5,BUR,Burnley,15,SHU,Sheffield Utd,3,0,0,3,14,9,1.2,0.6,1.273,0.818,1,0.286,0,0.286,1.286,0,0,0,3,0,0,0.571,10.429,1.9,9845,3.571,2
111,100,83314,Jeff Hendrick,5,BUR,Burnley,19,WHU,West Ham,2,1,3,0,14,14,1.6,1.2,1.167,1.167,1,0.25,0,0.25,1.5,0,0,0,3,0,0,0.5,9.875,1.3,10315,3.375,3
129,100,83314,Jeff Hendrick,5,BUR,Burnley,18,WAT,Watford,2,0,3,0,17,8,1,0.667,1.308,0.615,1,0.222,0,0.333,1.333,0,0,0,3,0,0,0.444,9.444,4.4,10095,3.333,3
131,100,83314,Jeff Hendrick,5,BUR,Burnley,7,CRY,Crystal Palace,2,1,0,2,20,11,1.833,1,1.429,0.786,1,0.2,0,0.4,1.2,0,0,0,3,0,0,0.4,8.8,3.8,10042,3.3,2
142,100,83314,Jeff Hendrick,5,BUR,Burnley,11,MCI,Man City,5,1,1,4,20,39,1.571,2.571,1.333,2.6,1,0.182,0,0.364,1.273,0,0,0,3,0,0,0.364,9.636,6.8,9631,3.182,4
158,100,83314,Jeff Hendrick,5,BUR,Burnley,17,TOT,Spurs,4,0,0,5,21,25,1.286,2,1.313,1.563,1,0.167,0.083,0.333,1.5,0,0,0,4,0,0,0.333,10.083,4.1,9469,3.25,2
3,101,60551,Ashley Westwood,5,BUR,Burnley,16,SOU,Southampton,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51159,0,3
11,101,60551,Ashley Westwood,5,BUR,Burnley,1,ARS,Arsenal,4,0,1,2,3,1,0,0,1.5,0.5,1,0,0,1,0,0,0,0,0,0,0,0,7,1.8,48808,3,2
30,101,60551,Ashley Westwood,5,BUR,Burnley,20,WOL,Wolves,3,0,1,1,4,1,1,1,1.333,0.333,1,0,0,0.5,1,0,0,0,0,0,0,0,8,3.9,42752,2.5,2
32,101,60551,Ashley Westwood,5,BUR,Burnley,10,LIV,Liverpool,5,1,0,3,5,9,3,2,1.25,2.25,1,0,0,0.333,1,0,0,0,0,0,0,0,11.333,4.9,37558,2.333,2
43,101,60551,Ashley Westwood,5,BUR,Burnley,4,BHA,Brighton,2,0,1,1,5,4,1,0.5,1,0.8,1,0,0,0.25,1.5,0,0,0,0,0,0,0,11.75,2.7,35843,2.25,1
52,101,60551,Ashley Westwood,5,BUR,Burnley,14,NOR,Norwich,2,1,2,0,6,9,1.5,0.5,1,1.5,1,0,0,0.2,1.4,0,0,0,1,0,0,0,11.2,4.7,33328,2,8
61,101,60551,Ashley Westwood,5,BUR,Burnley,2,AVL,Aston Villa,2,0,2,2,8,6,1,1,1.143,0.857,1,0,0.167,0.333,1.167,0,0,0,1,0,0,0.333,14,9.4,37218,3,1
73,101,60551,Ashley Westwood,5,BUR,Burnley,8,EVE,Everton,3,1,1,0,10,6,1.667,0.333,1.25,0.75,1,0,0.143,0.286,1.286,0,0,0,2,0,0,0.286,12.571,2.3,35192,2.714,5
86,101,60551,Ashley Westwood,5,BUR,Burnley,9,LEI,Leicester,4,0,1,2,11,14,1.25,2.5,1.222,1.556,1,0,0.25,0.375,1.125,0,0,0,3,0,0,0.25,13.5,7.0,35023,3,2
93,101,60551,Ashley Westwood,5,BUR,Burnley,6,CHE,Chelsea,4,1,2,4,12,19,1.5,3,1.2,1.9,1,0,0.222,0.333,1.222,0,0,0,3,0,0,0.222,14.222,7.1,34285,2.889,2
108,101,60551,Ashley Westwood,5,BUR,Burnley,15,SHU,Sheffield Utd,3,0,0,3,14,9,1.2,0.6,1.273,0.818,1,0,0.2,0.3,1.5,0,0,0,3,0,0,0.2,14,3.3,33172,2.8,2
111,101,60551,Ashley Westwood,5,BUR,Burnley,19,WHU,West Ham,2,1,3,0,14,14,1.6,1.2,1.167,1.167,1,0,0.182,0.273,1.636,0,0,0,3,0,0,0.182,14.091,2.9,33001,2.727,5
129,101,60551,Ashley Westwood,5,BUR,Burnley,18,WAT,Watford,2,0,3,0,17,8,1,0.667,1.308,0.615,1,0,0.25,0.333,1.5,0,0,0,4,0,0,0.167,14.417,2.3,34639,2.917,2
131,101,60551,Ashley Westwood,5,BUR,Burnley,7,CRY,Crystal Palace,2,1,0,2,20,11,1.833,1,1.429,0.786,0,0,0.231,0.385,1.385,0,0,0,5,0,0,0.154,14.231,2.4,28197,2.846,0
142,101,60551,Ashley Westwood,5,BUR,Burnley,11,MCI,Man City,5,1,1,4,20,39,1.571,2.571,1.333,2.6,0,0,0.231,0.385,1.385,0,0,0,5,0,0,0.154,14.231,2.4,26777,2.846,0
158,101,60551,Ashley Westwood,5,BUR,Burnley,17,TOT,Spurs,4,0,0,5,21,25,1.286,2,1.313,1.563,0,0,0.231,0.385,1.385,0,0,0,5,0,0,0.154,14.231,2.4,24398,2.846,0
3,102,40145,Jack Cork,5,BUR,Burnley,16,SOU,Southampton,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16050,0,3
11,102,40145,Jack Cork,5,BUR,Burnley,1,ARS,Arsenal,4,0,1,2,3,1,0,0,1.5,0.5,1,0,0,1,0,0,0,0,0,0,0,0,10,1.0,19860,3,2
30,102,40145,Jack Cork,5,BUR,Burnley,20,WOL,Wolves,3,0,1,1,4,1,1,1,1.333,0.333,1,0,0,0.5,1,0,0,0,0,0,0,0,9.5,4.0,19928,2.5,2
32,102,40145,Jack Cork,5,BUR,Burnley,10,LIV,Liverpool,5,1,0,3,5,9,3,2,1.25,2.25,1,0,0,0.333,1,0,0,0,0,0,0,0,9,0.8,19839,2.333,2
43,102,40145,Jack Cork,5,BUR,Burnley,4,BHA,Brighton,2,0,1,1,5,4,1,0.5,1,0.8,1,0,0,0.25,1.5,0,0,0,0,0,0,0,10.5,3.5,20200,2.25,2
52,102,40145,Jack Cork,5,BUR,Burnley,14,NOR,Norwich,2,1,2,0,6,9,1.5,0.5,1,1.5,1,0,0,0.2,1.4,0,0,0,0,0,0,0,10.4,1.3,19972,2.2,3
61,102,40145,Jack Cork,5,BUR,Burnley,2,AVL,Aston Villa,2,0,2,2,8,6,1,1,1.143,0.857,0.5,0,0,0.333,1.167,0,0,0,0,0,0,0,11.667,6.4,19274,2.333,1
73,102,40145,Jack Cork,5,BUR,Burnley,8,EVE,Everton,3,1,1,0,10,6,1.667,0.333,1.25,0.75,0,0,0,0.286,1.143,0,0,0,0,0,0,0,10.571,5.6,16337,2.143,0
86,102,40145,Jack Cork,5,BUR,Burnley,9,LEI,Leicester,4,0,1,2,11,14,1.25,2.5,1.222,1.556,0,0,0,0.286,1.143,0,0,0,0,0,0,0,10.571,5.6,14564,2.143,0
93,102,40145,Jack Cork,5,BUR,Burnley,6,CHE,Chelsea,4,1,2,4,12,19,1.5,3,1.2,1.9,1,0,0,0.286,1.143,0,0,0,0,0,0,0,10.571,5.6,13757,2.143,2
108,102,40145,Jack Cork,5,BUR,Burnley,15,SHU,Sheffield Utd,3,0,0,3,14,9,1.2,0.6,1.273,0.818,1,0,0,0.25,1.5,0,0,0,0,0,0,0,11.625,2.6,13487,2.125,2
111,102,40145,Jack Cork,5,BUR,Burnley,19,WHU,West Ham,2,1,3,0,14,14,1.6,1.2,1.167,1.167,1,0,0,0.222,1.667,0,0,0,0,0,0,0,11.333,1.3,13335,2.111,3
129,102,40145,Jack Cork,5,BUR,Burnley,18,WAT,Watford,2,0,3,0,17,8,1,0.667,1.308,0.615,1,0,0,0.3,1.5,0,0,0,0,0,0,0,12,4.7,13378,2.2,3
131,102,40145,Jack Cork,5,BUR,Burnley,7,CRY,Crystal Palace,2,1,0,2,20,11,1.833,1,1.429,0.786,1,0,0,0.364,1.364,0,0,0,0,0,0,0,11.636,1.5,13434,2.273,2
142,102,40145,Jack Cork,5,BUR,Burnley,11,MCI,Man City,5,1,1,4,20,39,1.571,2.571,1.333,2.6,1,0,0,0.333,1.417,0,0,0,0,0,0,0,11.417,1.7,13257,2.25,2
158,102,40145,Jack Cork,5,BUR,Burnley,17,TOT,Spurs,4,0,0,5,21,25,1.286,2,1.313,1.563,1,0,0,0.308,1.615,0,0,0,0,0,0,0,11.231,1.9,13067,2.231,2
9,103,82263,Marcos Alonso,6,CHE,Chelsea,12,MUN,Man Utd,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267531,0,0
14,103,82263,Marcos Alonso,6,CHE,Chelsea,9,LEI,Leicester,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240438,0,0
26,103,82263,Marcos Alonso,6,CHE,Chelsea,14,NOR,Norwich,4,0,3,2,1,4,0,3,0.333,1.333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,190504,0,1
33,103,82263,Marcos Alonso,6,CHE,Chelsea,15,SHU,Sheffield Utd,4,1,2,2,4,3,1,1,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,168016,1,0
50,103,82263,Marcos Alonso,6,CHE,Chelsea,20,WOL,Wolves,4,0,5,2,6,4,1.5,1,1.2,0.8,1,0,0,0,0,0,0,0,0,0,0,0,2,0.4,151099,1,4
53,103,82263,Marcos Alonso,6,CHE,Chelsea,10,LIV,Liverpool,4,1,1,2,11,15,1.5,2.5,1.833,2.5,1,0,0.5,0,1,0,0,0,0,0,0,0,14,7.3,155099,2.5,1
63,103,82263,Marcos Alonso,6,CHE,Chelsea,4,BHA,Brighton,4,1,2,0,12,5,1.333,1,1.714,0.714,1,0,0.333,0,1,0,0,0,1,0,0,0,15,5.9,174929,2,5
78,103,82263,Marcos Alonso,6,CHE,Chelsea,16,SOU,Southampton,4,0,4,1,14,7,2.667,1,1.75,0.875,1,0,0.25,0.25,0.75,0,0,0,2,0,0,0,16.75,5.4,185899,2.75,5
83,103,82263,Marcos Alonso,6,CHE,Chelsea,13,NEW,Newcastle,4,1,1,0,18,5,1.5,0.75,2,0.556,1,0,0.4,0.2,0.8,0,0,0,2,0,0,0,18.4,6.4,204804,3.2,14
93,103,82263,Marcos Alonso,6,CHE,Chelsea,5,BUR,Burnley,4,0,4,2,19,12,3,1.5,1.9,1.2,1,0.167,0.333,0.333,0.667,0,0,0,3,0,0,0.5,20.667,10.7,272623,5,6
109,103,82263,Marcos Alonso,6,CHE,Chelsea,18,WAT,Watford,4,0,2,1,23,5,3.2,0.6,2.091,0.455,0,0.143,0.286,0.429,0.571,0,0,0,3,0,0,0.429,21,1.7,329156,5.143,0
112,103,82263,Marcos Alonso,6,CHE,Chelsea,7,CRY,Crystal Palace,4,1,2,0,25,10,1.4,1.2,2.083,0.833,0,0.143,0.286,0.429,0.571,0,0,0,3,0,0,0.429,21,1.7,303482,5.143,0
127,103,82263,Marcos Alonso,6,CHE,Chelsea,11,MCI,Man City,4,0,1,2,27,35,3,3.167,2.077,2.692,0,0.143,0.286,0.429,0.571,0,0,0,3,0,0,0.429,21,1.7,240909,5.143,0
132,103,82263,Marcos Alonso,6,CHE,Chelsea,19,WHU,West Ham,4,1,0,1,28,16,1.5,1,2,1.143,0,0.143,0.286,0.429,0.571,0,0,0,3,0,0,0.429,21,1.7,215569,5.143,0
147,103,82263,Marcos Alonso,6,CHE,Chelsea,2,AVL,Aston Villa,4,1,2,1,28,21,1.286,1.571,1.867,1.4,0,0.143,0.286,0.429,0.571,0,0,0,3,0,0,0.429,21,1.7,200969,5.143,0
154,103,82263,Marcos Alonso,6,CHE,Chelsea,8,EVE,Everton,4,0,1,3,30,16,2.714,1.143,1.875,1,0,0.143,0.286,0.429,0.571,0,0,0,3,0,0,0.429,21,1.7,189392,5.143,0
9,104,102380,Antonio Rüdiger,6,CHE,Chelsea,12,MUN,Man Utd,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6039,0,0
14,104,102380,Antonio Rüdiger,6,CHE,Chelsea,9,LEI,Leicester,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7432,0,0
26,104,102380,Antonio Rüdiger,6,CHE,Chelsea,14,NOR,Norwich,4,0,3,2,1,4,0,3,0.333,1.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7414,0,0
33,104,102380,Antonio Rüdiger,6,CHE,Chelsea,15,SHU,Sheffield Utd,4,1,2,2,4,3,1,1,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6812,0,0
50,104,102380,Antonio Rüdiger,6,CHE,Chelsea,20,WOL,Wolves,4,0,5,2,6,4,1.5,1,1.2,0.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7775,0,1
53,104,102380,Antonio Rüdiger,6,CHE,Chelsea,10,LIV,Liverpool,4,1,1,2,11,15,1.5,2.5,1.833,2.5,0,0,0,0,0,0,0,0,0,0,0,0,9,5.7,8346,1,0
63,104,102380,Antonio Rüdiger,6,CHE,Chelsea,4,BHA,Brighton,4,1,2,0,12,5,1.333,1,1.714,0.714,0,0,0,0,0,0,0,0,0,0,0,0,9,5.7,7768,1,0
78,104,102380,Antonio Rüdiger,6,CHE,Chelsea,16,SOU,Southampton,4,0,4,1,14,7,2.667,1,1.75,0.875,0,0,0,0,0,0,0,0,0,0,0,0,9,5.7,7124,1,0
83,104,102380,Antonio Rüdiger,6,CHE,Chelsea,13,NEW,Newcastle,4,1,1,0,18,5,1.5,0.75,2,0.556,0,0,0,0,0,0,0,0,0,0,0,0,9,5.7,6976,1,0
93,104,102380,Antonio Rüdiger,6,CHE,Chelsea,5,BUR,Burnley,4,0,4,2,19,12,3,1.5,1.9,1.2,0,0,0,0,0,0,0,0,0,0,0,0,9,5.7,6868,1,0
109,104,102380,Antonio Rüdiger,6,CHE,Chelsea,18,WAT,Watford,4,0,2,1,23,5,3.2,0.6,2.091,0.455,0,0,0,0,0,0,0,0,0,0,0,0,9,5.7,6721,1,0
112,104,102380,Antonio Rüdiger,6,CHE,Chelsea,7,CRY,Crystal Palace,4,1,2,0,25,10,1.4,1.2,2.083,0.833,0,0,0,0,0,0,0,0,0,0,0,0,9,5.7,6612,1,0
127,104,102380,Antonio Rüdiger,6,CHE,Chelsea,11,MCI,Man City,4,0,1,2,27,35,3,3.167,2.077,2.692,0,0,0,0,0,0,0,0,0,0,0,0,9,5.7,6551,1,0
132,104,102380,Antonio Rüdiger,6,CHE,Chelsea,19,WHU,West Ham,4,1,0,1,28,16,1.5,1,2,1.143,0,0,0,0,0,0,0,0,0,0,0,0,9,5.7,6512,1,0
147,104,102380,Antonio Rüdiger,6,CHE,Chelsea,2,AVL,Aston Villa,4,1,2,1,28,21,1.286,1.571,1.867,1.4,0,0,0,0,0,0,0,0,0,0,0,0,9,5.7,6499,1,0
154,104,102380,Antonio Rüdiger,6,CHE,Chelsea,8,EVE,Everton,4,0,1,3,30,16,2.714,1.143,1.875,1,0,0,0,0,0,0,0,0,0,0,0,0,9,5.7,6512,1,0
9,105,41328,César Azpilicueta,6,CHE,Chelsea,12,MUN,Man Utd,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,471790,0,0
14,105,41328,César Azpilicueta,6,CHE,Chelsea,9,LEI,Leicester,4,1,1,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,9,4.3,468158,0,2
26,105,41328,César Azpilicueta,6,CHE,Chelsea,14,NOR,Norwich,4,0,3,2,1,4,0,3,0.333,1.333,1,0,0,0,2.5,0,0,0,0,0,0,0,11,5.6,448809,1,4
33,105,41328,César Azpilicueta,6,CHE,Chelsea,15,SHU,Sheffield Utd,4,1,2,2,4,3,1,1,1,0.75,1,0,0.333,0,2.333,0,0,0,0,0,0,0,15.667,7.2,451639,2,1
50,105,41328,César Azpilicueta,6,CHE,Chelsea,20,WOL,Wolves,4,0,5,2,6,4,1.5,1,1.2,0.8,1,0,0.25,0,2.25,0,0,0,0,0,0,0,16.75,6.1,415120,1.75,1
53,105,41328,César Azpilicueta,6,CHE,Chelsea,10,LIV,Liverpool,4,1,1,2,11,15,1.5,2.5,1.833,2.5,1,0,0.2,0,2.2,0,0,0,0,0,0,0,15,2.9,393077,1.6,4
63,105,41328,César Azpilicueta,6,CHE,Chelsea,4,BHA,Brighton,4,1,2,0,12,5,1.333,1,1.714,0.714,1,0,0.333,0,2.167,0,0,0,0,0,0,0,17,10.0,414252,2,7
78,105,41328,César Azpilicueta,6,CHE,Chelsea,16,SOU,Southampton,4,0,4,1,14,7,2.667,1,1.75,0.875,1,0,0.286,0.143,1.857,0,0,0,0,0,0,0.143,18.571,3.9,425472,2.714,2
83,105,41328,César Azpilicueta,6,CHE,Chelsea,13,NEW,Newcastle,4,1,1,0,18,5,1.5,0.75,2,0.556,1,0,0.25,0.125,1.75,0,0,0,0,0,0,0.125,17.25,1.2,428043,2.625,6
93,105,41328,César Azpilicueta,6,CHE,Chelsea,5,BUR,Burnley,4,0,4,2,19,12,3,1.5,1.9,1.2,1,0,0.222,0.222,1.556,0,0,0,0,0,0,0.111,17.889,2.4,434369,3,1
109,105,41328,César Azpilicueta,6,CHE,Chelsea,18,WAT,Watford,4,0,2,1,23,5,3.2,0.6,2.091,0.455,1,0,0.2,0.2,1.6,0,0,0,0,0,0,0.1,18,3.5,432864,2.8,2
112,105,41328,César Azpilicueta,6,CHE,Chelsea,7,CRY,Crystal Palace,4,1,2,0,25,10,1.4,1.2,2.083,0.833,0,0,0.182,0.182,1.545,0,0,0,0,0,0,0.091,17.455,3.5,435726,2.727,0
127,105,41328,César Azpilicueta,6,CHE,Chelsea,11,MCI,Man City,4,0,1,2,27,35,3,3.167,2.077,2.692,1,0,0.182,0.182,1.545,0,0,0,0,0,0,0.091,17.455,3.5,399056,2.727,1
132,105,41328,César Azpilicueta,6,CHE,Chelsea,19,WHU,West Ham,4,1,0,1,28,16,1.5,1,2,1.143,0,0,0.167,0.167,1.583,0,0,0,0,0,0,0.083,17.75,4.8,395049,2.583,0
147,105,41328,César Azpilicueta,6,CHE,Chelsea,2,AVL,Aston Villa,4,1,2,1,28,21,1.286,1.571,1.867,1.4,1,0,0.167,0.167,1.583,0,0,0,0,0,0,0.083,17.75,4.8,379107,2.583,2
154,105,41328,César Azpilicueta,6,CHE,Chelsea,8,EVE,Everton,4,0,1,3,30,16,2.714,1.143,1.875,1,1,0,0.154,0.154,1.538,0,0,0,0,0,0,0.077,17.154,6.7,370496,2.538,1
10,106,41270,David Luiz,1,ARS,Arsenal,13,NEW,Newcastle,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514779,0,0
